cnpj;nm_fundo;gestor;classif_cvm;classif_anbima;aplicacao_inicial;mov_minima;saldo_perm;cotizacao;liquidacao;tx_adm;tx_performance;dt_inicio;ret_mes_jul_23;ret_2023;ret_12m;ret_24m;ret_36m;ret_cdi_mes_jul_23;ret_cdi_2023;ret_cdi_12m;ret_cdi_24m;ret_cdi_36m;vol_12m;vol_begin;sharpe_12m;sharpe_begin;pl_milhares
07279819000189;Sharp Long Short FI Mult;Sharp Capital Gestora de Recursos;Multimercado;Multimercados Livre; R$ 50.000 ; R$ 5.000 ; R$ 5.000 ;D+015;D+016;2,00%;20 % QUE EXCEDER 100 % DO CDI;26/4/2005;1,34%;7,58%;13,70%;25,84%;28,95%;125,21%;99,24%;100,83%;106,36%;105,94%;1,39%;2,33%;0,08;0,87;120.088,87 
26344729000179;Sic Schroders Mclas FI Mult Cred Priv LP;Schroder Brasil;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 500 ; R$ 500 ;D+000;D+001;0,70%;-;19/3/2018;1,17%;7,46%;13,77%;24,56%;30,76%;108,97%;97,69%;101,35%;101,11%;112,57%;0,55%;1,65%;0,30;-0,06;93.115,31 
31339342000164;Sicoob Acoes FI;Sicoob Dtvm;Ações;Ações Livre; R$ 200 ; R$ 0 ; - ;D+001;D+004;1,25%;-;10/5/2019;2,79%;13,07%;19,75%;2,41%;18,92%;260,63%;171,12%;145,36%;9,90%;69,24%;20,22%;26,45%;0,38;0,08;12.741,04 
09525418000197;Sicoob Ans FI RF;Sicoob Dtvm;Renda Fixa;Renda Fixa Duração Livre Soberano; R$ 2.000 ; R$ 500 ; R$ 2.000 ;D+000;D+001;0,35%;-;29/12/2008;1,03%;7,57%;13,40%;24,03%;26,35%;96,25%;99,06%;98,66%;98,93%;96,43%;0,08%;0,22%;-1,98;-4,81;228.884,54 
20745544000190;Sicoob Ans FI RF - Cred Priv;Sicoob Dtvm;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 10.000 ; R$ 10.000 ; R$ 10.000 ;D+000;D+001;0,20%;-;17/9/2015;1,11%;7,81%;13,97%;25,85%;29,55%;103,10%;102,19%;102,82%;106,40%;108,13%;0,08%;0,33%;4,33;1,42;248.835,23 
37706676000105;Sicoob Cecresp Firf Cred Priv;Sicoob Dtvm;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; - ; - ; - ;D+021;D+022;0,12%;-;27/7/2020;1,18%;8,05%;14,44%;26,73%;31,40%;110,27%;105,39%;106,28%;110,03%;114,89%;0,15%;0,37%;5,15;4,25;264.594,61 
14287871000142;Sicoob DI FI RF Ref DI;Sicoob Dtvm;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; - ; - ; - ;D+000;D+000;0,30%;-;27/10/2011;1,06%;7,68%;13,59%;24,79%;27,64%;98,53%;100,48%;100,06%;102,06%;101,15%;0,08%;0,25%;0,09;-6,46;3.154.889,19 
14702111000154;Sicoob Institucional FI RF Cred. Priv.;Sicoob Dtvm;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; - ; - ; - ;D+000;D+000;0,12%;-;5/12/2014;1,18%;8,07%;14,59%;27,35%;31,72%;109,67%;105,59%;107,38%;112,57%;116,09%;0,12%;0,30%;7,34;4,10;3.379.623,75 
37380811000175;Sicoob Liquidez Master Firf Cred. Priv.;Sicoob Dtvm;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ -   ; R$ -   ; R$ -   ;D+000;D+000;0,12%;-;29/6/2020;1,06%;7,57%;13,46%;23,96%;27,58%;99,12%;99,11%;99,08%;98,62%;100,92%;0,00%;7,06%;-57,43;0,05;3.238.291,36 
13973228000100;Sicoob Prev FI RF Ima B;Sicoob Dtvm;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 100.000 ; R$ 5.000 ; R$ 10.000 ;D+000;D+001;0,20%;-;9/8/2013;0,76%;12,25%;15,39%;18,88%;21,41%;71,28%;160,37%;113,29%;77,73%;78,35%;5,06%;7,34%;0,34;0,32;47.278,95 
21170383000116;Sicredi Ans FI RF Cred Priv LP;Schroder Brasil;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 25.000 ; R$ 1.000 ; R$ 5.000 ;D+010;D+011;0,40%;-;14/2/2020;1,43%;5,18%;11,88%;25,38%;34,53%;133,07%;67,86%;87,48%;104,48%;126,34%;1,01%;2,07%;-1,49;0,07;146.517,60 
21170347000152;Sicredi Baixo Risco FIC RF Cred Priv LP;Sicredi;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 100 ; R$ 100 ; R$ 100 ;D+000;D+001;0,30%;-;26/10/2015;1,13%;7,78%;13,91%;25,29%;28,73%;105,41%;101,77%;102,36%;104,09%;105,12%;0,11%;0,34%;2,64;-1,04;439.063,33 
24633818000100;Sicredi Bolsa Americana FI Mult LP;Sicredi;Multimercado;Multimercados Estrat. Específica; R$ 500 ; R$ 100 ; R$ 300 ;D+000;D+001;0,30%;-;8/9/2020;3,69%;24,83%;21,31%;22,84%;-;344,40%;324,97%;156,83%;94,00%;-;18,73%;18,28%;0,46;0,59;204.873,13 
16938231000180;Sicredi CDI + FICFI RF LP;Sicredi;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 1.000 ; R$ 500 ; R$ 500 ;D+000;D+001;0,30%;-;20/8/2013;1,11%;7,72%;13,75%;24,83%;27,92%;103,40%;101,00%;101,18%;102,22%;102,16%;0,10%;0,31%;1,47;-0,92;273.375,01 
03564809000134;Sicredi CDI FICFI RF LP;Sicredi;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 100 ; R$ 100 ; R$ 100 ;D+000;D+001;0,30%;-;27/12/1999;1,11%;7,72%;13,77%;24,81%;27,85%;103,32%;101,11%;101,32%;102,11%;101,90%;0,08%;0,30%;1,97;-1,90;375.914,02 
24633789000186;Sicredi Cambial Dolar FI LP;Sicredi;Cambial;Cambial; R$ 500 ; R$ 100 ; R$ 300 ;D+000;D+001;0,30%;-;8/9/2020;-0,75%;-7,40%;-3,28%;-3,23%;-;-69,83%;-96,80%;-24,13%;-13,29%;-;15,56%;16,04%;-0,89;-0,54;39.432,28 
18990750000113;Sicredi Estrategia Moderada FIC Mult LP;Sicredi;Multimercado;Multimercados Dinâmico; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+001;0,30%;-;1/4/2021;1,31%;7,94%;13,46%;23,87%;-;122,48%;103,91%;99,04%;98,27%;-;1,25%;0,94%;-0,09;-0,13;24.755,42 
16403465000123;Sicredi IPCA + FICFI RF LP;Sicredi;Renda Fixa;Renda Fixa Indexados; R$ 1.000 ; R$ 500 ; R$ 500 ;D+000;D+001;0,24%;-;15/8/2012;0,80%;12,15%;15,34%;18,46%;20,82%;74,79%;159,05%;112,92%;75,98%;76,20%;5,21%;7,86%;0,32;0,13;164.882,51 
11087118000115;Sicredi Instit Ima-B FICFI RF LP;Sicredi;Renda Fixa;Renda Fixa Indexados; R$ 50.000 ; R$ 5.000 ; R$ 50.000 ;D+000;D+001;0,18%;-;18/12/2009;0,81%;12,19%;15,42%;18,61%;21,03%;75,23%;159,54%;113,47%;76,59%;76,96%;5,21%;7,34%;0,34;0,36;544.037,01 
13081159000120;Sicredi Institucional Irf-M FI RF LP;Sicredi;Renda Fixa;Renda Fixa Indexados; R$ 50.000 ; R$ 5.000 ; R$ 50.000 ;D+000;D+001;0,18%;-;24/1/2011;0,95%;10,64%;16,38%;21,04%;18,17%;88,36%;139,30%;120,54%;86,63%;66,48%;3,32%;3,71%;0,76;0,35;461.032,84 
19196599000109;Sicredi Institucional Irf-M1 FI RF;Sicredi;Renda Fixa;Renda Fixa Indexados; R$ 50.000 ; R$ 5.000 ; R$ 50.000 ;D+000;D+001;0,18%;-;27/2/2014;1,12%;7,90%;13,93%;23,60%;25,48%;104,90%;103,35%;102,54%;97,13%;93,24%;0,34%;0,66%;0,89;0,23;597.896,76 
24634187000143;Sicredi Liquidez Empresarial DI FI RF;Sicredi;Renda Fixa;Renda Fixa Duração Baixa Soberano; R$ 100.000 ; R$ 50 ; R$ 100.000 ;D+000;D+000;0,15%;-;4/10/2019;1,06%;7,62%;13,54%;24,23%;27,03%;98,80%;99,73%;99,64%;99,75%;98,92%;0,03%;0,29%;-1,40;-2,45;1.766.134,12 
24634152000104;Sicredi Macro FICFI Mult LP;Sicredi;Multimercado;Multimercados Macro; R$ 1.000 ; R$ 500 ; R$ 500 ;D+020;D+021;0,70%;20.0000% que exceder 100.0000  do CDI;27/2/2020;1,54%;7,35%;13,02%;22,66%;25,00%;143,24%;96,14%;95,82%;93,29%;91,48%;0,80%;1,99%;-0,63;-0,02;17.400,54 
08336054000134;Sicredi Petrobras FIA;Sicredi;Ações;Fundos de Mono Ação; R$ 200 ; R$ 100 ; R$ 100 ;D+001;D+003;0,30%;-;27/7/2009;4,92%;47,26%;45,87%;165,47%;230,96%;458,63%;618,53%;337,63%;681,13%;845,15%;38,50%;44,81%;1,00;0,18;113.693,70 
01627516000123;Sicredi Resgate Facil FI RF CP;Sicredi;Renda Fixa;Renda Fixa Duração Baixa Soberano; R$ 100 ; R$ 50 ; R$ 50 ;D+000;D+000;1,00%;-;5/2/1997;1,03%;7,32%;13,00%;22,97%;25,27%;95,92%;95,80%;95,66%;94,53%;92,48%;0,00%;0,25%;-215,53;-70,10;679.559,62 
06051151000155;Sicredi Schroders Ibovespa FIA;Schroder Brasil;Ações;Ações Índice Ativo; R$ 500 ; R$ 100 ; R$ 300 ;D+001;D+003;1,50%;-;30/9/2011;2,67%;10,96%;17,49%;3,31%;19,17%;248,88%;143,47%;128,74%;13,61%;70,15%;20,71%;24,43%;0,27;0,09;237.732,81 
09501881000107;Sicredi Soberano Ans FI RF;Sicredi;Renda Fixa;Renda Fixa Duração Baixa Soberano; R$ 25.000 ; R$ 1.000 ; R$ 5.000 ;D+000;D+000;0,20%;-;30/5/2008;1,05%;7,57%;13,48%;24,11%;26,60%;97,91%;99,12%;99,20%;99,25%;97,35%;0,03%;0,21%;-3,73;-5,48;537.706,15 
09498697000147;Sicredi Sulamerica Mult Clas FI Mult LP;Sul America Investimentos Gestora de Rec;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 500 ; R$ 500 ;D+000;D+001;0,70%;"Cobrança após a dedução de todas as despesas;provisionamento por dia útil e cobrança semestral.";19/5/2008;1,17%;8,24%;15,04%;26,93%;33,05%;109,24%;107,89%;110,73%;110,86%;120,92%;0,59%;1,68%;2,17;-0,09;142.738,37 
24633875000199;Sicredi Sulamerica Valor FIA;Sul America Investimentos Gestora de Rec;Ações;Ações Valor/Crescimento; R$ 500 ; R$ 100 ; R$ 300 ;D+021;D+023;1,50%;20% que exceder 100% do IBOVESPA;29/9/2020;2,95%;10,07%;16,23%;-21,86%;-;274,77%;131,86%;119,43%;-89,98%;-;20,74%;21,03%;0,22;-0,18;20.856,31 
07277931000180;Sicredi Taxa Selic FICFI RF LP;Sicredi;Renda Fixa;Renda Fixa Duração Baixa Soberano; R$ 100 ; R$ 100 ; R$ 100 ;D+000;D+001;0,24%;-;6/12/2005;1,05%;7,58%;13,47%;24,08%;26,71%;98,02%;99,18%;99,15%;99,13%;97,74%;0,03%;0,23%;-3,29;-3,81;1.171.895,38 
47102627000117;Sign Cap SP Opp Acc Fc FI Mult Cred Priv;Signal Capital Investimentos Ltda;Multimercado;Multimercados Livre; - ; - ; - ;D+000;D+005;2,00%;-;5/10/2022;0,81%;4,92%;-;-;-;75,79%;64,42%;-;-;-;-;2,55%;-;-1,48;65.215,30 
47102668000103;Signal Cap Spe Opp Fc FI Mult Cred Priv;Signal Capital Investimentos Ltda;Multimercado;Multimercados Livre; - ; - ; - ;D+000;D+005;1,95%;15,0000% que exceder 100,0000 do IPCA;25/1/2023;0,83%;-;-;-;-;77,04%;-;-;-;-;-;42,30%;-;-0,16;26.169,97 
33270025000164;Simetrica BR FIA Bdr Nivel I;Simetrica Eficiencia Financeira;Ações;Ações Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+015;D+017;2,00%;-;8/8/2019;8,08%;9,02%;6,28%;-27,93%;12,96%;754,06%;118,12%;46,20%;-114,98%;47,43%;18,97%;28,17%;-0,25;-0,09;12.095,79 
39285627000171;Singulare Fc FI Mult Cred Priv;Singulare Administracao Fiduciaria Ltda.;Multimercado;Multimercados Estrat. Específica; R$ 20.000 ; R$ 5.000 ; R$ 20.000 ;D+029;D+030;0,20%;20 % QUE EXCEDER 120 % DO CDI;8/2/2021;1,40%;10,11%;18,19%;34,05%;-;130,51%;132,37%;133,92%;140,15%;-;0,98%;0,67%;4,17;6,34;29.704,65 
28152799000150;Singulare RF Ref DI LP FI;Singulare Administracao Fiduciaria Ltda.;Renda Fixa;Renda Fixa Duração Baixa Soberano; - ; - ; - ;D+000;D+000;0,12%;-;25/9/2017;1,06%;7,73%;13,61%;24,65%;26,17%;98,48%;101,23%;100,15%;101,46%;95,75%;0,11%;0,50%;0,16;-0,72;736.626,70 
34979917000100;Siros FIA Ie;Tpe Gestora de Recursos Ltda;Ações;Ações Invest. no Exterior; - ; - ; - ;D+000;D+005;2,00%;20% que exceder 100% do Outros;13/12/2019;-0,85%;-6,92%;-38,55%;-20,65%;-0,67%;-79,19%;-90,60%;-283,71%;-85,00%;-2,46%;42,72%;38,84%;-0,97;0,17;65.087,11 
07670192000192;Sisprime do Brasil Ans FI RF;BNP Paribas Asset;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; - ; - ; - ;D+000;D+001;0,35%;-;5/1/2007;1,12%;7,59%;13,68%;25,10%;28,52%;104,24%;99,32%;100,69%;103,33%;104,37%;0,05%;0,33%;1,77;-1,39;158.364,85 
12123799000192;Skade Fc FIA;Skade Capital Gestao de Invest Ltda;Ações;Ações Livre; R$ 10.000 ; R$ 1.000 ; R$ 10.000 ;D+030;D+032;1,90%;-;15/12/2020;3,40%;24,96%;12,79%;-24,99%;-;317,14%;326,67%;94,15%;-102,86%;-;25,85%;26,34%;0,10;-0,15;85.109,34 
05969595000101;Skopos Blue Birds Top Pix FIA;Skopos Investimentos Ltda;Ações;Ações Valor/Crescimento; R$ 1.000 ; R$ -   ; R$ 1.000 ;D+001;D+003;2,00%;20 % QUE EXCEDER 100 % DO Ibovespa Fechamento;12/11/2012;6,66%;8,04%;17,77%;-4,86%;9,62%;621,03%;105,27%;130,79%;-20,01%;35,22%;16,27%;18,01%;0,31;0,01;31.988,31 
45126981000156;Skopos Inv Capablanca FI Mult;Skopos Investimentos Ltda;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+003;1,50%;15,0000% que exceder 100,0000 do CDI;14/2/2022;-4,49%;-11,32%;2,10%;-;-;-418,52%;-148,14%;15,49%;-;-;33,75%;32,70%;-0,14;0,17;92.281,14 
47020423000137;Skopos Inv Vanguarda FI Mult;Skopos Investimentos Ltda;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+003;1,00%;15,0000% que exceder 100,0000 do CDI;20/7/2022;3,09%;8,46%;16,47%;-;-;288,09%;110,77%;121,26%;-;-;6,78%;6,73%;0,41;0,59;21.873,47 
41340960000188;Small Claims I Fc FI Mult Cred Priv;Algarve Capital;Multimercado;Multimercados Livre; - ; - ; - ;D+000;D+001;1,00%;-;14/6/2021;3,13%;-13,46%;-9,25%;-3,19%;-;292,08%;-176,21%;-68,05%;-13,14%;-;23,91%;17,11%;-0,83;-0,62;32.185,94 
28579477000192;Smart Fund Deep Blue FI Mult;Titan Capital Gestao de Recursos Ltda;Multimercado;Multimercados Livre; - ; - ; - ;D+001;D+003;0,80%;-;27/11/2017;1,01%;9,47%;11,68%;21,49%;26,70%;94,59%;123,96%;85,99%;88,47%;97,71%;3,32%;3,39%;-0,49;0,56;18.745,95 
12284306000104;Smartquant FI Mult;Smartquant Investimentos Ltda;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+000;D+001;2,00%;20 % QUE EXCEDER 100 % DO CDI;2/9/2010;0,95%;7,35%;12,03%;21,80%;25,70%;89,00%;96,23%;88,56%;89,72%;94,03%;3,01%;8,14%;-0,44;0,40;26.957,25 
32300880000108;Smartquant Tre FI Mult;Smartquant Investimentos Ltda;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+000;D+001;2,00%;Considera a variação do CDI;2/10/2019;0,91%;8,09%;12,87%;23,63%;29,27%;84,61%;105,91%;94,70%;97,26%;107,10%;4,88%;4,55%;-0,11;0,40;12.819,36 
38029012000111;Solana Acoes Fc FIA;Solana Gestora de Recursos Ltda;Ações;Ações Livre; R$ 10.000 ; R$ 5.000 ; R$ 10.000 ;D+030;D+032;1,85%;-;26/8/2020;5,63%;22,82%;17,98%;-2,56%;-;525,27%;298,65%;132,36%;-10,54%;-;28,31%;24,36%;0,29;0,12;30.864,03 
25423226000126;Solana Equity Hedge FI Mult;Solana Gestora de Recursos Ltda;Multimercado;Multimercados Livre; - ; - ; - ;D+000;D+002;0,15%;-;3/11/2016;3,00%;2,51%;15,27%;18,43%;43,84%;279,66%;32,79%;112,38%;75,88%;160,41%;8,01%;9,13%;0,23;1,05;888.913,98 
25423215000146;Solana Equity Hedge Fc FI Mult;Solana Gestora de Recursos Ltda;Multimercado;Multimercados Livre; R$ 100.000 ; R$ 50.000 ; R$ 100.000 ;D+076;D+078;1,85%;20% que exceder 100% do CDI;3/11/2016;2,84%;1,41%;13,16%;14,11%;31,63%;265,08%;18,46%;96,85%;58,06%;115,73%;7,86%;8,44%;-0,01;0,68;179.833,75 
40209746000124;Solana Equity Hedge IV Fc FI Mult;Solana Gestora de Recursos Ltda;Multimercado;Multimercados Livre; R$ 100.000 ; R$ 50.000 ; R$ 100.000 ;D+076;D+078;1,85%;20 % QUE EXCEDER 100 % DO CDI;26/2/2021;2,71%;1,17%;12,53%;13,47%;-;252,82%;15,27%;92,20%;55,45%;-;7,56%;8,72%;-0,09;-0,10;65.467,29 
40457726000172;Solana Equity Hedge IX Fc FI Mult;Solana Gestora de Recursos Ltda;Multimercado;Multimercados Livre; R$ 100.000 ; R$ 50.000 ; R$ 100.000 ;D+076;D+078;1,85%;20 % QUE EXCEDER 100 % DO CDI;26/2/2021;2,83%;1,40%;13,02%;13,97%;-;263,72%;18,36%;95,84%;57,49%;-;7,73%;8,79%;-0,03;-0,08;46.148,50 
40457626000146;Solana Equity Hedge VII Fc FI Mult;Solana Gestora de Recursos Ltda;Multimercado;Multimercados Livre; R$ 100.000 ; R$ 50.000 ; R$ 100.000 ;D+076;D+078;1,85%;20 % QUE EXCEDER 100 % DO CDI;26/2/2021;2,83%;1,21%;12,87%;13,77%;-;264,34%;15,85%;94,74%;56,68%;-;7,80%;8,81%;-0,04;-0,08;13.017,92 
40457671000109;Solana Equity Hedge VIII Fc FI Mult;Solana Gestora de Recursos Ltda;Multimercado;Multimercados Livre; R$ 100.000 ; R$ 50.000 ; R$ 100.000 ;D+076;D+078;1,85%;-;26/2/2021;2,83%;1,40%;12,85%;13,31%;-;263,91%;18,29%;94,60%;54,77%;-;7,51%;8,64%;-0,05;-0,11;68.796,43 
18772290000157;Solana Long And Short Fc FI Mult;Solana Gestora de Recursos Ltda;Multimercado;Multimercados Livre; R$ 10.000 ; R$ 5.000 ; R$ 10.000 ;D+014;D+015;1,85%;20 % QUE EXCEDER 100 % DO CDI;30/10/2013;2,11%;6,40%;16,78%;24,78%;34,32%;196,60%;83,76%;123,50%;102,00%;125,59%;3,61%;3,46%;0,80;0,57;488.673,35 
29725830000168;Solana Long And Short Qi Fc FI Mult;Solana Gestora de Recursos Ltda;Multimercado;Multimercados Livre; R$ 10.000 ; R$ 5.000 ; R$ 10.000 ;D+014;D+015;1,35%;17 % QUE EXCEDER 100 % DO CDI;23/7/2018;2,16%;6,70%;17,36%;25,90%;36,29%;201,49%;87,73%;127,74%;106,63%;132,81%;3,65%;3,92%;0,93;0,70;34.848,05 
34780531000166;Solis Cap An Light FICFI Mult Cred Priv;Solis Investimentos;Multimercado;Multimercados Estrat. Específica; R$ 10.000 ; R$ 1.000 ; R$ 1.000 ;D+044;D+045;0,91%;20.0000% que exceder 100.0000  do CDI;27/9/2019;1,20%;8,45%;15,42%;29,52%;36,12%;111,96%;110,62%;113,48%;121,52%;132,17%;0,06%;0,28%;28,58;30,43;382.801,82 
13054728000148;Solis Cap Ant Cred Priv FICFI Mult LP;Solis Investimentos;Multimercado;Multimercados Estrat. Específica; R$ 10.000 ; R$ 1.000 ; R$ -   ;D+059;D+060;0,40%;20.0000% que exceder 110.0000  do CDI;19/4/2012;1,24%;8,66%;15,70%;29,70%;35,13%;115,26%;113,37%;115,55%;122,24%;128,56%;0,10%;0,35%;18,26;7,57;257.849,23 
13054656000139;Solis Cap Core Cred Priv FICFI Mult LP;Solis Investimentos;Multimercado;Multimercados Estrat. Específica; R$ 1.000.000 ; R$ -   ; R$ 300.000 ;D+058;D+059;0,40%;-;4/4/2012;1,29%;9,00%;16,37%;31,62%;38,31%;120,04%;117,74%;120,52%;130,15%;140,20%;0,13%;0,49%;19,47;6,63;2.835.070,02 
34583819000140;Solis Capi An A Cred Priv FICFI Mult LP;Solis Investimentos;Multimercado;Multimercados Estrat. Específica; R$ 500 ; R$ 100 ; R$ 100 ;D+059;D+060;0,40%;20.0000% que exceder 110.0000  do CDI;7/10/2019;1,24%;8,67%;15,72%;29,80%;35,31%;115,39%;113,52%;115,69%;122,66%;129,22%;0,10%;0,31%;18,51;18,44;2.383.560,83 
13549299000180;Solis FIA;Tag Investimentos;Ações;Ações Livre; - ; - ; - ;D+032;D+033;0,60%;20 % QUE EXCEDER 100 % DO Outros;24/6/2011;4,00%;12,94%;12,31%;-17,91%;-6,03%;372,84%;169,34%;90,61%;-73,72%;-22,06%;15,91%;18,66%;0,01;0,09;54.291,13 
45273911000120;Solis Qi Fc FI Mult Cred Priv;Solis Investimentos;Multimercado;Multimercados Estrat. Específica; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+089;D+090;0,60%;20.00% sobre 100.00% que exceda o índice CDI+2,5%;19/4/2022;1,34%;9,40%;17,10%;-;-;125,02%;123,06%;125,84%;-;-;0,07%;0,09%;44,08;38,81;99.234,59 
30910762000196;Solis Speciale Cred Priv FICFI Mult;Solis Investimentos;Multimercado;Multimercados Livre; R$ 5.000 ; R$ -   ; R$ 5.000 ;D+059;D+060;0,60%;20 % QUE EXCEDER 100 % DO CDI;20/8/2018;1,31%;9,07%;16,70%;32,11%;38,83%;122,60%;118,69%;122,94%;132,16%;142,10%;0,11%;0,29%;25,45;20,72;271.108,76 
39846684000182;Solis Trafalgar FICFI Mult Cred Priv;Solis Investimentos;Multimercado;Multimercados Estrat. Específica; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+059;D+060;0,60%;20.0000% que exceder 100.0000  do CDI, CDI + 3,0%;16/12/2020;1,27%;9,21%;16,48%;32,76%;-;118,84%;120,60%;121,30%;134,83%;-;0,04%;0,22%;70,33;41,64;25.867,23 
11508507000177;Solis Vega FI RF Cred Priv;Solis Investimentos;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 5.000 ; R$ 1.000 ; R$ 1.000 ;D+000;D+001;0,70%;20.0000% que exceder 100.0000  do CDI;19/3/2010;1,03%;7,41%;13,80%;26,83%;30,39%;95,69%;97,03%;101,58%;110,42%;111,21%;0,22%;1,10%;0,86;0,20;33.682,11 
30630384000197;Solis Vertente FI RF Ref DI;Solis Investimentos;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+000;D+000;0,25%;-;4/12/2018;1,05%;7,55%;13,50%;24,22%;26,64%;97,57%;98,85%;99,38%;99,70%;97,50%;0,04%;0,32%;-2,09;-1,36;1.214.267,15 
34979790000110;Solum B FI Mult LP Ie;Osher Gestora de Recursos Ltda;Multimercado;Multimercados Invest. no Exterior; R$ 100.000 ; R$ -   ; R$ -   ;D+000;D+005;0,13%;-;20/2/2020;-0,25%;8,59%;12,16%;21,30%;28,05%;-23,56%;112,48%;89,53%;87,68%;102,65%;15,27%;11,69%;0,00;-0,04;15.244,53 
14550994000124;Somma Brasil FIA;Somma Investimentos;Ações;Ações Índice Ativo; R$ 100 ; R$ 100 ; R$ 100 ;D+001;D+003;2,00%;20 % QUE EXCEDER 100 % DO Ibovespa Fechamento;16/12/2011;2,64%;4,56%;10,36%;-11,29%;0,04%;246,69%;59,66%;76,23%;-46,47%;0,13%;20,60%;22,02%;-0,04;-0,07;333.202,03 
10462072000104;Somma FI Mult;Somma Investimentos;Multimercado;Multimercados Dinâmico; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+004;D+005;0,80%;20 % QUE EXCEDER 100 % DO CDI;6/5/2010;0,26%;4,66%;9,82%;17,73%;24,99%;24,36%;60,99%;72,29%;72,99%;91,43%;3,78%;1,93%;-0,86;-0,03;20.480,31 
29722466000182;Somma Fundamental FIA;Somma Investimentos;Ações;Ações Índice Ativo; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+003;1,95%;-;29/5/2018;4,56%;7,68%;20,91%;4,49%;18,27%;425,14%;100,57%;153,91%;18,50%;66,86%;20,13%;25,11%;0,43;0,18;27.533,95 
44301939000161;Somma Real State Fc FI Mult Cred Priv;Jpp Gestao de Recursos;Multimercado;Multimercados Dinâmico; R$ 25.000 ; R$ 5.000 ; R$ 5.000 ;D+059;D+060;0,92%;benchmark negativo;3/1/2022;2,72%;15,18%;21,34%;-;-;253,52%;198,71%;157,07%;-;-;5,44%;5,37%;1,29;0,23;13.451,55 
28206220000195;Somma Torino FI RF Cred Priv LP;Somma Investimentos;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 1.000 ; R$ 100 ; R$ 1.000 ;D+000;D+001;0,50%;-;15/10/2018;1,31%;5,01%;11,59%;23,51%;30,30%;122,49%;65,62%;85,28%;96,77%;110,86%;0,81%;0,76%;-2,17;0,14;215.260,62 
10440171000195;Sonar Premium FI Mult Cred Priv;Sonar Investimentos;Multimercado;Multimercados Trading; R$ -   ; R$ 1.000 ; R$ -   ;D+000;D+001;1,00%;20 % QUE EXCEDER 100 % DO CDI;6/11/2008;0,98%;7,25%;12,41%;20,08%;20,01%;91,62%;94,87%;91,32%;82,66%;73,24%;2,62%;1,49%;-0,38;0,11;16.195,14 
35779996000160;Sonata Maestria Fc FIA;Sonata Gestora de Recursos Ltda;Ações;Ações Livre; R$ 1.000 ; R$ 500 ; R$ 500 ;D+031;D+033;0,60%;-;10/3/2020;3,90%;20,18%;25,77%;4,38%;19,48%;364,02%;264,07%;189,66%;18,01%;71,27%;19,45%;25,13%;0,66;0,22;14.564,74 
47033522000153;Sow Allocation FI Mult;Sow Capital Gestao de Investimento Ltda;Multimercado;Multimercados Livre; R$ 10.000 ; R$ 5.000 ; R$ 10.000 ;D+060;D+062;0,98%;10,0000% que exceder 100,0000 do CDI;10/8/2022;1,42%;4,64%;-;-;-;132,28%;60,77%;-;-;-;2,56%;2,56%;-1,68;-1,68;36.110,19 
42730834000100;Spa In Fc FI Inc de In e In RF Cred Priv;Sparta;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; - ; - ; - ;D+000;D+005;1,00%;-;8/12/2021;0,90%;1,93%;2,99%;-;-;83,77%;25,22%;21,98%;-;-;4,13%;4,74%;-2,26;-1,98;488.214,32 
